Date	Time	SubjectID	BuildTestID	EPrimeTemplateID	ExperimentNameShort	PatternNumber	RunInPeriod	PatternChoiceOrder	ThePattern	PatternLength	RT	CRESP	IncorrRT	IncorrResp	CurPatternElementNum	CurTargetKey	TotalElementNum	SequenceNum	TimeOnSequence	OptionA	OptionB	OptionC	OptionD	StimVersion	Volume	PresOrder
4/4/2023	1:24:04 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	446	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	9	9	6776	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//circle.bmp	StandardReadMap	-1000	4123
4/4/2023	1:24:05 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	481	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	10	10	7563	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	3241
4/4/2023	1:24:05 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	397	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	11	11	8287	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	1324
4/4/2023	1:24:06 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	398	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	12	12	9039	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	StandardReadMap	-1000	1243
4/4/2023	1:24:07 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	547	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	13	13	9886	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	2431
4/4/2023	1:24:08 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	364	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	14	14	10570	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	4312
4/4/2023	1:24:08 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	463	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	15	15	11416	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	StandardReadMap	-1000	2143
4/4/2023	1:24:09 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	429	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	16	16	12165	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	StandardReadMap	-1000	1243
4/4/2023	1:24:10 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	614	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	17	17	13064	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//triangle.bmp	StandardReadMap	-1000	2431
4/4/2023	1:24:11 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	396	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	18	18	13806	resources//stimuli//Antelopes//star.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//square.bmp	StandardReadMap	-1000	4312
4/4/2023	1:24:12 PM	KRD	42	34	Antelopes	3	False	ABCD	2	1	431	resources//stimuli//Antelopes//square.bmp	0	NA	1	B	19	19	14594	resources//stimuli//Antelopes//triangle.bmp	resources//stimuli//Antelopes//square.bmp	resources//stimuli//Antelopes//circle.bmp	resources//stimuli//Antelopes//star.bmp	StandardReadMap	-1000	1234
